Acacia sundra, 151
Cedrela toona, 152
Cedrus deodara, 153
Eucalyptus globulus, 154
Eurya japonica, 155
Grewia species, 156
Holoptelea integrifolia, 157
Memecylon angustifolium, 158
Miliusa tomentosum, 159
Myrica esculenta, 160
Myrica integrifolia, 161
Myrica nagi, 162
Myrica sapida, 163
Phanera variegata, 164
Protium caudatum, 165
Rhododendron species, 166
Sterculia urens, 167
Terminalia elliptica, 168
Terminalia species, 169
Toona ciliata, 170
Toona febrifuga, 171
Toona microcarpa, 172
